id,category,feature,description,status,surface,syncthing_compat,implementation,verification,milestone,source,notes
saf-tree-access,android,SAF tree access,"The Android app shall persist SAF directory grants and shall mirror cached files through SAF reads, writes, ranges and guarded replacement.",tracked,android,local,packages/tauri-shell/src-tauri/plugins/syncpeer-android/android/src/main/java/dev/syncpeer/plugin/android/SafStorage.kt,packages/tauri-shell/src-tauri/plugins/syncpeer-android/android/src/test/java/dev/syncpeer/plugin/android/SafStorageTest.kt,,,Guarded replacement restores the previous document on failure.
background-session-service,android,Background session service,The Android service shall own a sticky foreground sync session with restart recovery and notification status.,tracked,android,local,packages/tauri-shell/src-tauri/plugins/syncpeer-android/android/src/main/java/dev/syncpeer/plugin/android/DocumentRuntimeService.kt;packages/tauri-shell/src/document-runtime.ts,scripts/test-android-e2e.mjs;scripts/test-android-peer.ts;packages/tauri-shell/src-tauri/plugins/syncpeer-android/android/src/androidTest/java/dev/syncpeer/plugin/android/DocumentRuntimeServiceTest.kt,,,The service resolves peer-scoped saved passwords before advertising attached encrypted replicas. API 29 real-peer ownership handoff and cold restart passed on 2026-09-20.
network-power-policy,android,Network and power policy,"Background sync shall pause on metered networks or power-save mode unless explicitly allowed and shall resume when the constraint clears, without promising continuous background execution.",tracked,android,local,packages/tauri-shell/src-tauri/plugins/syncpeer-android/android/src/main/java/dev/syncpeer/plugin/android/BackgroundSessionPolicy.kt,packages/tauri-shell/src-tauri/plugins/syncpeer-android/android/src/test/java/dev/syncpeer/plugin/android/BackgroundSessionPolicyTest.kt,,,
runtime-compatibility,android,Runtime compatibility checks,The Android app shall prefer JavaScriptSandbox when all required features exist and otherwise run the same packaged document core in a hidden service-owned WebView with private storage/network/timer ports; either host shall recover a terminated runtime.,tracked,android,local,packages/tauri-shell/src-tauri/plugins/syncpeer-android/android/src/main/java/dev/syncpeer/plugin/android/DocumentRuntimeCompatibility.kt;packages/tauri-shell/src-tauri/plugins/syncpeer-android/android/src/main/java/dev/syncpeer/plugin/android/DocumentRuntimeHost.kt;packages/tauri-shell/src/document-runtime.ts;packages/tauri-shell/src/document-runtime-port.ts;packages/tauri-shell/src/document-runtime-polyfills.ts,packages/tauri-shell/src-tauri/plugins/syncpeer-android/android/src/test/java/dev/syncpeer/plugin/android/DocumentRuntimeCompatibilityTest.kt;scripts/test-document-runtime.mjs;scripts/test-android-peer.ts,,,The fallback is headless and remains in the service process; it does not add UI or a second logic implementation. The API 29 real-peer gate passed on 2026-09-20.
android-process-restart,android,Process restart durability,"Vault, remembered secret, background request and document runtime shall survive service or process restart.",tracked,android,local,packages/tauri-shell/src-tauri/plugins/syncpeer-android/android/src/main/java/dev/syncpeer/plugin/android/DocumentRuntimeService.kt;packages/tauri-shell/src/document-runtime.ts,packages/tauri-shell/src-tauri/plugins/syncpeer-android/android/src/androidTest/java/dev/syncpeer/plugin/android/DocumentRuntimeServiceTest.kt;scripts/test-android-peer.ts,,ROADMAP_0.6.md:1,On 2026-09-20 the remembered encrypted-folder session resumed after emulator SIGKILL/cold restart; a measured in-progress 4 MiB replica transfer recovered without a corrupt commit and a durable offline provider edit converged after a second SIGKILL. This is emulator evidence rather than true power loss.
android-combined-workflow,android,Combined offline picker and peer workflow,The DocumentsProvider plus real-peer workflow shall be proven after Activity and process recreation.,tracked,android,syncthing,packages/tauri-shell/src-tauri/plugins/syncpeer-android/editor-test-app;packages/tauri-shell/src/document-runtime.ts;scripts/test-android-peer.ts,scripts/test-android.mjs;scripts/test-android-e2e.mjs;scripts/test-android-peer.ts,0.6,ROADMAP_0.6.md:5,"Passed on the API 29 emulator on 2026-09-20 against real Syncthing: separate-SAF-app two-way CRUD; a 4 MiB/32-block transfer killed after Syncthing reported 512 KiB sent, cold-restarted and verified by full provider SHA-256; and an offline provider edit killed again then converged. The normal transfer suite separately covers 128 MiB. Physical-device and true power-loss acceptance remain."
android-multi-emulator-network,build,Multi-emulator Android network,"A self-contained validation harness shall run API 29 and API 36 Android emulators concurrently through a synthetic host peer with separate approved listeners backed by one encrypted replica, then prove file, edit and deletion convergence in both directions plus offline picker access and recovery after Activity recreation, process restart, background handoff, force-stop and network interruption.",planned,android,syncthing,,,backlog,,"The runner must scope every ADB and WebView CDP operation to one emulator. Android is currently an outbound-only peer, so the host fixture mediates the simulated network; direct app-to-app networking would require a separate production inbound TLS/BEP listener and security design. Emulator evidence does not replace physical-phone, power-loss or upgrade acceptance. Explicitly deferred from 0.6."
android-open-with,android,Android open-with,The Android app shall open a document with the system chooser granting read and write permission.,tracked,android,local,packages/tauri-shell/src-tauri/plugins/syncpeer-android/android/src/main/java/dev/syncpeer/plugin/android/SyncpeerAndroidPlugin.kt,scripts/test-android-e2e.mjs,,,
android-multicast-lock,android,Android multicast lock,The Android app shall hold a Wi-Fi multicast lock while LAN discovery is active.,tracked,android,local,packages/tauri-shell/src-tauri/plugins/syncpeer-android/android/src/main/java/dev/syncpeer/plugin/android/SyncpeerAndroidPlugin.kt,scripts/test-android-e2e.mjs,,,Android side is covered indirectly by the device e2e; host-side discovery has its own tests.
offline-picker-recreation,android,Offline picker after recreation,The DocumentsProvider shall remain usable after Activity and process recreation even with no network.,implemented,android,local,packages/tauri-shell/src-tauri/plugins/syncpeer-android/android/src/main/java/dev/syncpeer/plugin/android/SyncpeerDocumentsProvider.kt,scripts/test-android.mjs;scripts/test-android-e2e.mjs,,ROADMAP_0.6.md:2,The API 29 clean-install emulator gate passed DocumentsProvider discovery and encrypted filesystem reopen with the network workflow disabled on 2026-09-19; physical Files-app recreation acceptance remains.
android-upgrade-from-0.5,android,Upgrade from 0.5,Upgrading an installed 0.5 app shall be validated on physical phones.,planned,android,syncthing,,,0.6,ROADMAP_0.6.md:5,
android-two-way-folder-mode,android,Android two-way folder mode,The Android app shall offer an explicitly selected two-way folder mode with its own transfer policy while connecting never downloads a full registered folder.,planned,android,syncthing,packages/core/src/sync/folderSync.ts,,backlog,remaining_issues.txt:android,
android-runtime-retry-policy,android,Android runtime retry policy,Runtime recovery shall have startup-timeout and repeated-failure regression coverage plus retry and backoff that fails closed.,tracked,android,local,packages/tauri-shell/src-tauri/plugins/syncpeer-android/android/src/main/java/dev/syncpeer/plugin/android/DocumentRuntimeService.kt;packages/tauri-shell/src-tauri/plugins/syncpeer-android/android/src/main/java/dev/syncpeer/plugin/android/DocumentRuntimeRecoveryPolicy.kt,packages/tauri-shell/src-tauri/plugins/syncpeer-android/android/src/test/java/dev/syncpeer/plugin/android/DocumentRuntimeRecoveryPolicyTest.kt;packages/tauri-shell/src-tauri/plugins/syncpeer-android/android/src/androidTest/java/dev/syncpeer/plugin/android/DocumentRuntimeServiceTest.kt,0.6,ROADMAP_0.6.md:5,"Timeout and recovery failures retry after deterministic 1, 2, 4, 8 and 16 second delays, then fail closed until service recreation. Successful recovery resets the budget; unsupported preferred-runtime capability selects the WebView host instead of counting the scenario as passed or failed. JVM tests and all 10 API 29 instrumentation tests passed on 2026-09-20; physical acceptance remains."
android-backup-exclusion,android,Android backup exclusion,Replica roots shall live under noBackupFilesDir so Android automatic backup excludes them.,implemented,android,local,packages/tauri-shell/src-tauri/plugins/syncpeer-android/android/src/main/AndroidManifest.xml,,,LOCAL_STORAGE.md,Exclusion from backup does not itself encrypt contents.
app-connection-setup,ui,Connection setup UI,"The app shall configure discovery mode, host and port, remote ID, TLS identity, timeout and relay fallback.",tracked,app,local,packages/app/src/components/DeviceTab.svelte,scripts/test-app-connection-settings.ts,,,
app-connection-status,ui,Connection status header,"The app header shall show connection phase, transport, target, attempt, next retry and path upgrade and shall reveal details on demand.",tracked,app,local,packages/app/src/components/AppHeader.svelte,scripts/lan-test/ui-smoke-spec.ts,,,
app-device-discovery,ui,Device discovery UI,"The app shall list connected, saved, advertised and LAN-candidate peers with add, connect and approval status actions.",tracked,app,local,packages/app/src/components/DeviceTab.svelte,scripts/lan-test/ui-smoke-spec.ts;scripts/test-syncthing-approval.ts,,,
app-auto-approval,ui,Auto-approval policies,The app shall offer explicit auto-accept for advertised devices and for folders introduced by introducers.,tracked,app,local,packages/app/src/app/devicePolicies.ts,scripts/test-syncthing-approval.ts,,,
app-folder-browsing,ui,Folder browsing,"The app shall show folder statistics and directory entries with sorting, filtering and pagination.",tracked,app,local,packages/app/src/components/FoldersTab.svelte,scripts/lan-test/spec.ts;scripts/test-session-store-navigation.ts,,,
app-navigation,ui,"Breadcrumbs, Back and deep links","The app shall navigate folder paths with breadcrumbs, chronological Back history and shareable deep links.",tracked,app,local,packages/app/src/app/navigation.ts,scripts/test-app-navigation.ts,,,
app-list-grid-toggle,ui,List and grid view,The app shall toggle directory display between list and grid layouts.,implemented,app,local,packages/app/src/components/FoldersTab.svelte,,,,UI-only feature.
app-file-icons,ui,File icons and thumbnails,The app shall show file-type icons and cached image thumbnails.,implemented,app,local,packages/app/src/components/FileSystemListItem.svelte,,,,UI-only feature.
app-upload-ui,ui,Upload with progress,"The app shall upload multiple files into the current folder with progress, rate, ETA and cancel.",tracked,app,local,packages/app/src/app/directoryActions.ts,scripts/test-folder-sync-integration.ts;scripts/lan-test/spec.ts,,,
app-download-ui,ui,Download and open files,The app shall download or open a file with inline progress and cancel.,tracked,app,local,packages/app/src/app/fileActions.ts,scripts/test-document-cache.ts;scripts/lan-test/spec.ts,,,
app-favorites-ui,ui,Favorites tab,The app shall star and unstar files and folders and shall manage them from a favorites view.,tracked,app,local,packages/app/src/app/starredActions.ts,scripts/test-favorite-selection.ts;scripts/test-favorite-sync-policies.ts,,,Background sync state from the service is not surfaced yet.
app-downloaded-panel,ui,Downloaded files panel,The app shall list downloaded files with size and cache time and shall open the file or its directory.,tracked,app,local,packages/app/src/components/FavoritesTab.svelte,scripts/test-document-cache.ts,,,
app-versions-page,ui,Version history page,The app shall list archived versions and restore a selected version.,implemented,app,local,packages/app/src/VersionsPage.svelte,,,,Backend is tracked by test-document-filesystem.ts; page has no UI test.
app-offline-browsing,ui,Offline browsing and state,The app shall keep browsed folders and peer metadata visible while disconnected with a last-seen label and an explicit clear action.,tracked,app,local,packages/app/src/app/syncPolicies.ts,scripts/test-app-state.ts;scripts/lan-test/ui-smoke-spec.ts,,,
app-transfer-panel,ui,Active transfer panel and cancel,The app shall show active transfers with progress and shall cancel individual or all transfers.,tracked,app,local,packages/app/src/app/transferRuntime.ts,scripts/test-transfer-notifications.ts;scripts/test-android-e2e.mjs,,,
app-theme,ui,Theme and customization,"The app shall support automatic, light and dark modes plus custom brand colors and an expert view.",tracked,app,local,packages/app/src/app/theme.ts,scripts/test-app-theme.ts;scripts/lan-test/ui-smoke-spec.ts,,,
app-onboarding-notice,ui,First-run stability notice,The app shall show a first-run experimental warning once and keep it dismissed.,tracked,app,local,packages/app/src/app/state.ts,scripts/test-app-state.ts,,,
app-diagnostics-page,ui,In-app diagnostics,"The app shall run one, one category or all diagnostics with expected-device-ID checks and copyable sanitized results.",tracked,app,local,packages/app/src/DiagnosticsPage.svelte,scripts/test-app-diagnostics.ts;scripts/lan-test/ui-smoke-spec.ts,,,
app-about,ui,About and build info,"The app shall show build and coarse runtime metadata, including OS version, and copy a sanitized support summary.",tracked,app,local,packages/core/src/appInfo.ts;packages/app/src/AboutPage.svelte;packages/app/src/lib/appInfo.ts,scripts/test-core-diagnostics.ts;scripts/test-cli-build-info.ts;scripts/lan-test/ui-smoke-spec.ts,,,OS metadata excludes hostname device model serial number accounts and other unique identifiers. The Android E2E APK containing the OS plugin built and passed the API 36 modern service smoke on 2026-09-21; clipboard export remains covered at the shared formatter boundary rather than by that smoke.
app-session-logs,ui,Session logs,"The app shall show timestamped session logs with details and shall prepend sanitized build and runtime metadata, including OS version, when copying them.",tracked,app,local,packages/core/src/appInfo.ts;packages/app/src/app/connectionActions.ts;packages/app/src/components/DeviceTab.svelte,scripts/test-core-diagnostics.ts;scripts/test-cli-build-info.ts,,,Android reports its release version; the Node CLI also includes the kernel release. Native OS metadata excludes hostname device model serial number accounts and other unique identifiers.
app-settings-page,ui,Profile and folder settings,"The app shall edit versioning, preserve-local-changes, metered allowance, cache override, favorites and exclusions.",tracked,app,local,packages/app/src/FolderSettingsPage.svelte,scripts/test-credential-vault.ts;scripts/test-document-filesystem.ts,,,
fresh-install-state-hydration,ui,Fresh-install state hydration,A fresh install whose document vault is uninitialized shall hydrate with default profile settings and no favorites without reporting an error while an existing locked vault shall keep encrypted settings inaccessible.,tracked,all,local,packages/core/src/sync/documentCache.ts,scripts/test-document-cache.ts,0.6,ROADMAP_0.6.md:5,Defaults are ephemeral until the user creates a vault; locked encrypted settings never fall back to defaults.
app-unlock-ui,ui,"Unlock, lock and onboarding","The app shall create the vault with a master password, offer optional remembering and support manual lock and unlock.",tracked,app,local,packages/app/src/FolderSettingsPage.svelte,scripts/test-credential-vault.ts;scripts/lan-test/ui-smoke-spec.ts,,,
app-pim-settings,ui,Experimental PIM settings,"The app shall expose the experimental PIM toggles for contacts, calendar, folder mode and silent auto-merge.",tracked,app,local,packages/app/src/components/PimTab.svelte,scripts/lan-test/ui-smoke-spec.ts;scripts/test-syncthing-pim-stub.ts,,,
app-state-persistence,ui,Local app-state persistence,"The app shall persist non-private UI state while excluding remote entries, private keys and folder passwords from browser storage.",tracked,app,local,packages/app/src/app/state.ts,scripts/test-app-state.ts,,,
remembered-unlock-onboarding,ui,Remembered-unlock onboarding,Onboarding shall set and explain the remembered-unlock choice.,tracked,app,local,packages/app/src/FolderSettingsPage.svelte,scripts/test-credential-vault.ts,0.6,ROADMAP_0.6.md:4,Creation explains the remembered-unlock choice and its restart/reboot behavior; explicit lock always requires the master password.
trash-versions-ui,ui,Trash and versions surface,The app shall provide a graphical Trash and Versions surface for archived content.,planned,app,local,packages/app/src/VersionsPage.svelte,,backlog,DESIGN_INCREMENTAL_BLOCK_REUSE.md,
storage-encryption-summary,docs,Storage encryption summary,This table shall keep the local storage and encryption summary current as remaining plaintext state is migrated.,tracked,all,local,SYSTEM_DEFINITION.csv,,0.6,ROADMAP_0.6.md:3,"Vault state, folder registrations, credentials and native cache metadata are encrypted; the keyless ciphertext index stores only an identity commitment plus required opaque synchronization structure. User-selected cache/export payloads and CLI resume metadata remain plaintext by design/current backlog; CLI metadata encryption stays tracked separately."
syncthing-compatibility-rule,meta,Syncthing compatibility rule,Every Syncpeer feature shall remain Syncthing-compatible; Syncpeer extensions shall layer on Syncthing folders and BEP rather than replacing them.,implemented,all,syncthing,README.md,,,README.md;DEVELOPMENT.md,Review each new feature against this rule and record its compat value in this column.
taskyon-space-backend,taskyon,Taskyon space storage backend,Taskyon spaces shall use Syncpeer folder storage as their backend so a space remains Syncthing-compatible at the folder layer.,planned,all,layered,packages/core/src/sync/folderSync.ts,,backlog,DEVELOPMENT.md,Taskyon spaces are layered on Syncthing-compatible Syncpeer storage.
unverified-edit-protection,sync,Unverified edit protection,"The system shall never silently replace an unverified local edit: without a verified baseline, or when both copies changed, it shall record a conflict and preserve both copies.",tracked,all,layered,packages/core/src/sync/serviceFavoriteSync.ts,scripts/test-favorite-sync-plan.ts;scripts/test-service-favorite-sync.ts,,ROADMAP_0.6.md:1,
plaintext-folder-boundary,sync,Plaintext folder boundary,A normal Syncthing-compatible folder on disk shall remain plaintext by design and shall be documented as outside the Android encrypted-replica promise.,implemented,all,syncthing,packages/core/src/sync/nodeFolderStorage.ts,,,ROADMAP_0.6.md:release,Intentional plaintext for Syncthing compatibility; outside the encrypted-replica promise.
syncpeer-peer-interop,client,Syncpeer peer interoperability,Two Syncpeer peers shall exchange ciphertext and normal folder updates over TLS through the same BEP path as Syncthing without a Syncpeer-only protocol.,tracked,all,syncthing,packages/core/src/client.ts,scripts/test-syncpeer-peers.ts,,README.md,Ciphertext-only sharing is proven without folder keys.
favorite-directory-rename,sync,Favorite directory rename,"Renaming a favorite directory shall copy every selected descendant to the new local prefix, publish each file under the new peer name, tombstone the old peer names and rewrite the favorite and cached paths without losing local edits.",tracked,android,layered,packages/core/src/sync/documentFilesystem.ts,scripts/test-service-favorite-sync.ts,,ROADMAP_0.6.md:2,Non-empty directory rename is performed as copy-then-tombstone with partial-copy cleanup.
favorite-conflict-resolution,sync,Favorite conflict resolution,A conflicted favorite shall offer keep-local and keep-remote resolutions; the app shall persist the choice encrypted and the service shall execute it and consume the resolution only after success.,tracked,android,layered,packages/core/src/sync/serviceFavoriteSync.ts,scripts/test-service-favorite-sync.ts,,ROADMAP_0.6.md:2,Both directions re-verify hashes before replacing anything.
favorite-directory-snapshots,sync,Favorite directory offline snapshots,The service shall persist an encrypted directory snapshot for each visited favorite directory so browsed favorites keep an offline listing.,tracked,android,local,packages/core/src/sync/serviceFavoriteSync.ts,scripts/test-service-favorite-sync.ts,,ROADMAP_0.6.md:2,Snapshots are bounded per folder and source by the existing catalog limits.
